k,features,sil score,CH score
13,AU02_r_AU10_r,0.50931192329,2185101.3071
14,AU02_r_AU10_r,0.512231051759,2193342.16234
15,AU02_r_AU10_r,0.503683777714,2206935.03573
2,AU02_r_AU12_r,0.581340374667,1748998.98975
3,AU02_r_AU12_r,0.519536114217,1809524.35319
4,AU02_r_AU12_r,0.549422004059,1870785.7082
5,AU02_r_AU12_r,0.525190085618,2111648.68629
6,AU02_r_AU12_r,0.504412637718,2134265.4566
7,AU02_r_AU12_r,0.519277043078,2180917.64691
8,AU02_r_AU12_r,0.505597174824,2224169.94043
9,AU02_r_AU12_r,0.518893346787,2295977.42332
10,AU02_r_AU12_r,0.505615449416,2323778.66429
11,AU02_r_AU12_r,0.510396881305,2325138.24543
12,AU02_r_AU12_r,0.501482714843,2347530.71905
13,AU02_r_AU12_r,0.508492923361,2396726.31955
14,AU02_r_AU12_r,0.499383978316,2406396.45522
15,AU02_r_AU12_r,0.506105461612,2410067.99273
2,AU02_r_AU14_r,0.561068668112,1981074.78685
3,AU02_r_AU14_r,0.526618901193,1921304.59369
4,AU02_r_AU14_r,0.551554651243,1862242.81541
5,AU02_r_AU14_r,0.532100225511,2027509.29713
6,AU02_r_AU14_r,0.510109955289,2026937.5267
7,AU02_r_AU14_r,0.52372199126,2015695.09878
8,AU02_r_AU14_r,0.508408891781,2026561.74715
9,AU02_r_AU14_r,0.521808132344,2095293.89154
10,AU02_r_AU14_r,0.511666584025,2110049.44439
11,AU02_r_AU14_r,0.517497631483,2131471.99079
12,AU02_r_AU14_r,0.507485586656,2140638.94725
13,AU02_r_AU14_r,0.514052476015,2181799.57595
14,AU02_r_AU14_r,0.504419249526,2189684.53593
15,AU02_r_AU14_r,0.511591740597,2191884.65131
2,AU02_r_AU15_r,0.692257611569,697909.839827
3,AU02_r_AU15_r,0.724019913579,1052062.57259
4,AU02_r_AU15_r,0.671064712833,1157724.79242
5,AU02_r_AU15_r,0.684206051117,1280899.46272
6,AU02_r_AU15_r,0.657947112393,1378192.55961
7,AU02_r_AU15_r,0.663232978179,1416363.78939
8,AU02_r_AU15_r,0.64917285996,1489915.34516
9,AU02_r_AU15_r,0.648967792646,1495289.02061
10,AU02_r_AU15_r,0.63666609653,1542510.82975
11,AU02_r_AU15_r,0.640130722711,1594306.23931
12,AU02_r_AU15_r,0.626195891945,1609432.92574
13,AU02_r_AU15_r,0.630793004364,1653036.93344
14,AU02_r_AU15_r,0.635505853675,1691022.11857
15,AU02_r_AU15_r,0.627558672407,1715605.6312
2,AU02_r_AU17_r,0.566132357019,1441354.05677
3,AU02_r_AU17_r,0.501573900631,1277540.45269
4,AU02_r_AU17_r,0.540796093756,1485492.24377
5,AU02_r_AU17_r,0.506743998554,1553368.9046
6,AU02_r_AU17_r,0.522236128978,1528374.86009
7,AU02_r_AU17_r,0.507365729687,1596964.72314
8,AU02_r_AU17_r,0.516432658313,1607097.52967
9,AU02_r_AU17_r,0.49807017063,1650822.42024
10,AU02_r_AU17_r,0.483286367681,1642361.64896
11,AU02_r_AU17_r,0.493171888002,1671789.69396
12,AU02_r_AU17_r,0.502260011777,1706205.6794
13,AU02_r_AU17_r,0.492226755188,1723418.31831
14,AU02_r_AU17_r,0.49689751218,1715639.5078
15,AU02_r_AU17_r,0.484827085586,1721961.02368
2,AU02_r_AU20_r,0.744911586037,890832.339585
3,AU02_r_AU20_r,0.698762645742,1237940.27544
4,AU02_r_AU20_r,0.705694417619,1347305.34449
5,AU02_r_AU20_r,0.67281395066,1431155.57793
6,AU02_r_AU20_r,0.678911312447,1500955.47344
7,AU02_r_AU20_r,0.655391609668,1521028.11693
8,AU02_r_AU20_r,0.662149646816,1560355.04494
9,AU02_r_AU20_r,0.666807696875,1566738.59898
10,AU02_r_AU20_r,0.6496748481,1603815.34423
11,AU02_r_AU20_r,0.651531255583,1654413.2682
12,AU02_r_AU20_r,0.639918119543,1660537.09375
13,AU02_r_AU20_r,0.644590264393,1687548.00486
14,AU02_r_AU20_r,0.647443146285,1736717.09619
15,AU02_r_AU20_r,0.639109257996,1750006.76204
2,AU02_r_AU23_r,0.667439391169,1006509.79457
3,AU02_r_AU23_r,0.696442516555,1203595.51699
4,AU02_r_AU23_r,0.649756145469,1331382.12427
5,AU02_r_AU23_r,0.6612868957,1385697.87876
6,AU02_r_AU23_r,0.642158141772,1488032.11664
7,AU02_r_AU23_r,0.644672608316,1471762.61874
8,AU02_r_AU23_r,0.633573001649,1529891.64877
9,AU02_r_AU23_r,0.637422897316,1549359.67879
10,AU02_r_AU23_r,0.625631626385,1577437.3274
11,AU02_r_AU23_r,0.630140998338,1616296.39669
12,AU02_r_AU23_r,0.635326487754,1633986.09346
13,AU02_r_AU23_r,0.623862696895,1665572.10668
14,AU02_r_AU23_r,0.626973602059,1691202.45906
15,AU02_r_AU23_r,0.618131862925,1702987.64846
2,AU02_r_AU25_r,0.607016819275,2174610.30942
3,AU02_r_AU25_r,0.550318208504,2036558.32944
4,AU02_r_AU25_r,0.574098139772,2000838.04366
5,AU02_r_AU25_r,0.546488213221,2179204.99352
6,AU02_r_AU25_r,0.519208969037,2178178.70224
7,AU02_r_AU25_r,0.535342731946,2218232.67059
8,AU02_r_AU25_r,0.516693390147,2241710.26074
9,AU02_r_AU25_r,0.529820587799,2320942.76196
10,AU02_r_AU25_r,0.512690223136,2349056.51798
11,AU02_r_AU25_r,0.522168571299,2349773.10309
12,AU02_r_AU25_r,0.529016451836,2389592.8224
13,AU02_r_AU25_r,0.51772674166,2449519.65113
14,AU02_r_AU25_r,0.508033899852,2460814.5732
15,AU02_r_AU25_r,0.513051180236,2462957.65453
2,AU02_r_AU26_r,0.583446569343,1385717.3645
3,AU02_r_AU26_r,0.604301272172,1208377.41825
4,AU02_r_AU26_r,0.56148565382,1443326.32385
5,AU02_r_AU26_r,0.531432249977,1445421.81765
6,AU02_r_AU26_r,0.549796183709,1478505.49294
7,AU02_r_AU26_r,0.52852781913,1493483.107
8,AU02_r_AU26_r,0.539198721421,1526555.69546
9,AU02_r_AU26_r,0.524322187806,1541112.7757
10,AU02_r_AU26_r,0.530744935415,1565315.02819
11,AU02_r_AU26_r,0.538590984364,1580317.81688
12,AU02_r_AU26_r,0.525830787192,1617120.00985
13,AU02_r_AU26_r,0.5167383238,1619194.12046
14,AU02_r_AU26_r,0.519499966242,1623647.26716
15,AU02_r_AU26_r,0.527166120417,1650952.26174
2,AU02_r_AU45_r,0.658979953133,1233437.43485
3,AU02_r_AU45_r,0.673486693897,1229851.50588
4,AU02_r_AU45_r,0.616909993369,1409166.44864
5,AU02_r_AU45_r,0.627553713445,1380449.47346
6,AU02_r_AU45_r,0.609168167229,1505353.8842
7,AU02_r_AU45_r,0.587757432002,1505609.82958
8,AU02_r_AU45_r,0.596346546988,1515228.16893
9,AU02_r_AU45_r,0.602883114505,1546451.2121
10,AU02_r_AU45_r,0.594009103904,1587580.27323
11,AU02_r_AU45_r,0.59810801602,1600703.83232
12,AU02_r_AU45_r,0.60122577824,1622341.59018
13,AU02_r_AU45_r,0.591133680244,1673661.47822
14,AU02_r_AU45_r,0.580206945018,1673394.20834
15,AU02_r_AU45_r,0.583898416634,1684480.65661
2,AU05_r_AU06_r,0.584726889389,1906459.15325
3,AU05_r_AU06_r,0.541110139607,1728569.14554
4,AU05_r_AU06_r,0.575739047521,1952114.43669
5,AU05_r_AU06_r,0.563761813845,2185575.22589
6,AU05_r_AU06_r,0.542117488103,2171048.20499
7,AU05_r_AU06_r,0.556992250656,2243014.52535
8,AU05_r_AU06_r,0.549111015721,2274722.2341
9,AU05_r_AU06_r,0.557528837863,2362436.87971
10,AU05_r_AU06_r,0.546189793828,2396522.64463
11,AU05_r_AU06_r,0.550347841966,2428410.01937
12,AU05_r_AU06_r,0.56005569542,2471812.36711
13,AU05_r_AU06_r,0.551128263321,2545431.29293
14,AU05_r_AU06_r,0.544125420689,2566036.02917
15,AU05_r_AU06_r,0.546250294714,2571119.37265
2,AU05_r_AU07_r,0.604231532562,2355673.76942
3,AU05_r_AU07_r,0.560750333472,2279413.82749
4,AU05_r_AU07_r,0.588506412999,2303446.83403
5,AU05_r_AU07_r,0.569035175816,2570160.83693
6,AU05_r_AU07_r,0.55181691531,2609537.55239
7,AU05_r_AU07_r,0.562885047523,2609435.16989
8,AU05_r_AU07_r,0.552019160833,2683890.43745
9,AU05_r_AU07_r,0.559099350758,2755522.12456
10,AU05_r_AU07_r,0.54917682499,2836994.57017
11,AU05_r_AU07_r,0.538705515697,2840137.60236
12,AU05_r_AU07_r,0.542869923041,2876599.85032
13,AU05_r_AU07_r,0.551320961721,2949654.04564
14,AU05_r_AU07_r,0.542376686757,2996753.61457
15,AU05_r_AU07_r,0.534490310528,3000665.52644
2,AU05_r_AU09_r,0.745018066429,765648.07435
3,AU05_r_AU09_r,0.729424284097,1214311.1392
4,AU05_r_AU09_r,0.657388889327,1255560.16498
5,AU05_r_AU09_r,0.683503072718,1416768.30935
6,AU05_r_AU09_r,0.652898876751,1432429.68817
7,AU05_r_AU09_r,0.663836355908,1476216.2379
8,AU05_r_AU09_r,0.668051712746,1509580.84234
9,AU05_r_AU09_r,0.648167249697,1538666.49725
10,AU05_r_AU09_r,0.654406969775,1571528.64431
11,AU05_r_AU09_r,0.658385679768,1587822.679
12,AU05_r_AU09_r,0.647254912265,1620732.76433
13,AU05_r_AU09_r,0.651154026073,1637777.8058
14,AU05_r_AU09_r,0.640272343912,1657310.73844
15,AU05_r_AU09_r,0.643017742238,1675389.08564
2,AU05_r_AU10_r,0.558113380982,1959575.60189
3,AU05_r_AU10_r,0.527047783333,1885119.00709
4,AU05_r_AU10_r,0.557195062603,1948021.51439
5,AU05_r_AU10_r,0.537188859785,2134898.97267
6,AU05_r_AU10_r,0.52507738867,2160374.72381
7,AU05_r_AU10_r,0.537508760136,2138715.70159
8,AU05_r_AU10_r,0.524739475226,2164946.30269
9,AU05_r_AU10_r,0.534328958159,2279050.60715
10,AU05_r_AU10_r,0.52665367631,2319892.33404
11,AU05_r_AU10_r,0.531149524787,2344955.53101
12,AU05_r_AU10_r,0.523564944277,2368699.23471
13,AU05_r_AU10_r,0.52757081425,2396657.76249
14,AU05_r_AU10_r,0.520529823089,2407354.342
15,AU05_r_AU10_r,0.523632888407,2433870.77734
2,AU05_r_AU12_r,0.589405101274,1836960.33069
3,AU05_r_AU12_r,0.530321728614,1957693.01265
4,AU05_r_AU12_r,0.559722137049,2014784.59542
5,AU05_r_AU12_r,0.540873832492,2364377.301
6,AU05_r_AU12_r,0.525080801669,2465791.93664
7,AU05_r_AU12_r,0.511314982568,2442255.71768
8,AU05_r_AU12_r,0.524169739789,2549775.15061
9,AU05_r_AU12_r,0.53325512553,2585895.59076
10,AU05_r_AU12_r,0.523965222156,2673978.06122
11,AU05_r_AU12_r,0.515022047718,2696144.14106
12,AU05_r_AU12_r,0.519180894335,2719811.9084
13,AU05_r_AU12_r,0.52563000384,2767845.27928
14,AU05_r_AU12_r,0.520680031158,2826729.72253
15,AU05_r_AU12_r,0.511997712582,2836403.86536
2,AU05_r_AU14_r,0.568845468031,2082837.04387
3,AU05_r_AU14_r,0.537741064989,2082455.60345
4,AU05_r_AU14_r,0.562828887105,2020324.0699
5,AU05_r_AU14_r,0.545741170814,2277546.0737
6,AU05_r_AU14_r,0.53111649113,2343615.54816
7,AU05_r_AU14_r,0.517426148171,2294193.51587
8,AU05_r_AU14_r,0.529402482232,2336174.37638
9,AU05_r_AU14_r,0.537894629213,2413261.14463
10,AU05_r_AU14_r,0.529180135051,2482946.33876
11,AU05_r_AU14_r,0.519547438419,2491832.33708
12,AU05_r_AU14_r,0.527289876207,2540073.6745
13,AU05_r_AU14_r,0.52027112262,2552975.48058
14,AU05_r_AU14_r,0.525338144444,2608860.51298
15,AU05_r_AU14_r,0.517873758589,2611518.5717
2,AU05_r_AU15_r,0.722190898089,782917.132977
3,AU05_r_AU15_r,0.744752874928,1071451.54943
4,AU05_r_AU15_r,0.696748984996,1237973.49915
5,AU05_r_AU15_r,0.70763751512,1268486.92391
6,AU05_r_AU15_r,0.682572551137,1390440.78984
7,AU05_r_AU15_r,0.659771607758,1397304.38374
8,AU05_r_AU15_r,0.673159952228,1438450.61138
9,AU05_r_AU15_r,0.67371767197,1462231.70468
10,AU05_r_AU15_r,0.65455881574,1511874.55786
11,AU05_r_AU15_r,0.661750520006,1531977.52824
12,AU05_r_AU15_r,0.665454022103,1553622.35239
13,AU05_r_AU15_r,0.653994787273,1600302.04691
14,AU05_r_AU15_r,0.655601008671,1607718.21837
15,AU05_r_AU15_r,0.649641192607,1633337.25616
2,AU05_r_AU17_r,0.578959213148,1540375.04634
3,AU05_r_AU17_r,0.520731318377,1405197.8483
4,AU05_r_AU17_r,0.553203725809,1551291.05038
5,AU05_r_AU17_r,0.525465483335,1661475.92308
6,AU05_r_AU17_r,0.509444791818,1648019.48125
7,AU05_r_AU17_r,0.523383739604,1682235.73436
8,AU05_r_AU17_r,0.507583707406,1685635.9721
9,AU05_r_AU17_r,0.515850946379,1724864.67014
10,AU05_r_AU17_r,0.502957512367,1735604.15354
11,AU05_r_AU17_r,0.511651929029,1781103.93192
12,AU05_r_AU17_r,0.515687659973,1788048.01915
13,AU05_r_AU17_r,0.508079628194,1823203.67709
14,AU05_r_AU17_r,0.510416540386,1827421.97119
15,AU05_r_AU17_r,0.503638018218,1852703.145
2,AU05_r_AU20_r,0.7671663459,889888.547881
3,AU05_r_AU20_r,0.715645855259,1387374.36239
4,AU05_r_AU20_r,0.722759616452,1415542.60902
5,AU05_r_AU20_r,0.692926620613,1596086.78683
6,AU05_r_AU20_r,0.697914062574,1614665.21853
7,AU05_r_AU20_r,0.67978389665,1700594.92405
8,AU05_r_AU20_r,0.680677328244,1695550.83082
9,AU05_r_AU20_r,0.666636258194,1735395.83883
10,AU05_r_AU20_r,0.66849111348,1760461.26586
11,AU05_r_AU20_r,0.671833590311,1779022.75456
12,AU05_r_AU20_r,0.662902221048,1825121.30977
13,AU05_r_AU20_r,0.665940909633,1854398.87338
14,AU05_r_AU20_r,0.654926457832,1879263.95882
15,AU05_r_AU20_r,0.659777202452,1923261.59869
2,AU05_r_AU23_r,0.688421079431,1115701.15527
3,AU05_r_AU23_r,0.715442021742,1254628.65721
4,AU05_r_AU23_r,0.673053495324,1448516.9076
5,AU05_r_AU23_r,0.641470279941,1423938.51882
6,AU05_r_AU23_r,0.662860432232,1560608.12082
7,AU05_r_AU23_r,0.647105248082,1565945.22482
8,AU05_r_AU23_r,0.656494035241,1578250.77251
9,AU05_r_AU23_r,0.659313791318,1616339.88609
10,AU05_r_AU23_r,0.648373703159,1662148.6237
11,AU05_r_AU23_r,0.650580238467,1692079.56504
12,AU05_r_AU23_r,0.65537903315,1710648.65148
13,AU05_r_AU23_r,0.646689917107,1760295.11743
14,AU05_r_AU23_r,0.636930960232,1763811.78181
15,AU05_r_AU23_r,0.640452277832,1778406.7698
2,AU05_r_AU25_r,0.618406790489,2287682.86324
3,AU05_r_AU25_r,0.568339182093,2206152.4932
4,AU05_r_AU25_r,0.590222630101,2107989.41841
5,AU05_r_AU25_r,0.565426024244,2351925.68709
6,AU05_r_AU25_r,0.541633613224,2397596.58352
7,AU05_r_AU25_r,0.555355168365,2363080.93647
8,AU05_r_AU25_r,0.538778770594,2421548.11362
9,AU05_r_AU25_r,0.548175062431,2466279.37421
10,AU05_r_AU25_r,0.535399202928,2521038.68027
11,AU05_r_AU25_r,0.543320524615,2552352.79787
12,AU05_r_AU25_r,0.53348437566,2596030.69286
13,AU05_r_AU25_r,0.538123589161,2597132.47096
14,AU05_r_AU25_r,0.530774627527,2628451.93954
15,AU05_r_AU25_r,0.53532249332,2630251.84548
2,AU05_r_AU26_r,0.595396666592,1493557.99389
3,AU05_r_AU26_r,0.539748234734,1274151.16103
4,AU05_r_AU26_r,0.578112970771,1575701.19817
5,AU05_r_AU26_r,0.554741972626,1629644.3645
6,AU05_r_AU26_r,0.567027112387,1593791.87498
7,AU05_r_AU26_r,0.54998804925,1645494.4727
8,AU05_r_AU26_r,0.556758893314,1666734.47092
9,AU05_r_AU26_r,0.544521153471,1715295.55019
10,AU05_r_AU26_r,0.549305234482,1698603.068
11,AU05_r_AU26_r,0.537653755116,1727571.56371
12,AU05_r_AU26_r,0.544696715992,1776382.58787
13,AU05_r_AU26_r,0.535398185379,1802039.27992
14,AU05_r_AU26_r,0.539906846686,1793585.33304
15,AU05_r_AU26_r,0.529370804841,1803469.22006
2,AU05_r_AU45_r,0.659307603342,1346260.02391
3,AU05_r_AU45_r,0.68247995551,1423982.604
4,AU05_r_AU45_r,0.633301774557,1773194.37676
5,AU05_r_AU45_r,0.605566811144,1843441.03928
6,AU05_r_AU45_r,0.624847586211,2041687.80382
7,AU05_r_AU45_r,0.609730668088,2187558.49552
8,AU05_r_AU45_r,0.616526958802,2234184.13387
9,AU05_r_AU45_r,0.607877870949,2378381.74909
10,AU05_r_AU45_r,0.598186600723,2434420.43442
11,AU05_r_AU45_r,0.603360558709,2482551.38131
12,AU05_r_AU45_r,0.609480029619,2542102.92111
13,AU05_r_AU45_r,0.597155806656,2630859.52908
14,AU05_r_AU45_r,0.60169322235,2665645.40305
15,AU05_r_AU45_r,0.595378657618,2733415.09535
2,AU06_r_AU07_r,0.497638574201,1433678.26667
3,AU06_r_AU07_r,0.437201318269,1189716.52342
4,AU06_r_AU07_r,0.472242641582,1371501.85401
5,AU06_r_AU07_r,0.44857359236,1307774.43104
6,AU06_r_AU07_r,0.451726672305,1347147.19673
7,AU06_r_AU07_r,0.45350163424,1318639.06064
8,AU06_r_AU07_r,0.443468494653,1323465.17167
9,AU06_r_AU07_r,0.445904095172,1344570.59704
10,AU06_r_AU07_r,0.448973129255,1338510.16023
11,AU06_r_AU07_r,0.445256071243,1343416.02827
12,AU06_r_AU07_r,0.446695242387,1332615.39434
13,AU06_r_AU07_r,0.451561150957,1342640.85398
14,AU06_r_AU07_r,0.448110898833,1349180.97007
15,AU06_r_AU07_r,0.441865607072,1349708.4488
2,AU06_r_AU09_r,0.574752494863,1915095.57445
3,AU06_r_AU09_r,0.523966170791,1749266.17008
4,AU06_r_AU09_r,0.545718319932,1641777.75131
5,AU06_r_AU09_r,0.518667193982,1739467.75304
6,AU06_r_AU09_r,0.530278178214,1690791.02196
7,AU06_r_AU09_r,0.505674049876,1718558.9383
8,AU06_r_AU09_r,0.513852080713,1679872.90985
9,AU06_r_AU09_r,0.519022491088,1692688.81538
10,AU06_r_AU09_r,0.507436536699,1750335.09152
11,AU06_r_AU09_r,0.515605313875,1749810.54409
12,AU06_r_AU09_r,0.502638205107,1773492.79028
13,AU06_r_AU09_r,0.50438731139,1758840.82024
14,AU06_r_AU09_r,0.492774457803,1757330.18631
15,AU06_r_AU09_r,0.4959035113,1761926.79107
2,AU06_r_AU10_r,0.491028560411,1512846.82196
3,AU06_r_AU10_r,0.419183835261,1306466.5046
4,AU06_r_AU10_r,0.44999731358,1340868.94459
5,AU06_r_AU10_r,0.437816408084,1340321.39543
6,AU06_r_AU10_r,0.445698892885,1340773.73947
7,AU06_r_AU10_r,0.428243129458,1311884.06035
8,AU06_r_AU10_r,0.431929455052,1307469.62145
9,AU06_r_AU10_r,0.438842175997,1286958.17954
10,AU06_r_AU10_r,0.435959593392,1285784.73097
11,AU06_r_AU10_r,0.433385127002,1292193.76657
12,AU06_r_AU10_r,0.440581095131,1303659.53502
13,AU06_r_AU10_r,0.438402765218,1298491.92838
14,AU06_r_AU10_r,0.434155083633,1291810.63101
15,AU06_r_AU10_r,0.435232137216,1292659.26693
2,AU06_r_AU12_r,0.541413917577,1672676.39858
3,AU06_r_AU12_r,0.46703245181,1717439.86862
4,AU06_r_AU12_r,0.462364522282,1612651.56731
5,AU06_r_AU12_r,0.452230123558,1737334.06397
6,AU06_r_AU12_r,0.446256764822,1685405.93287
7,AU06_r_AU12_r,0.43912893828,1704818.28191
8,AU06_r_AU12_r,0.426789167646,1646544.87887
9,AU06_r_AU12_r,0.428495495753,1630002.52853
10,AU06_r_AU12_r,0.435079055094,1645698.83032
11,AU06_r_AU12_r,0.438633397851,1647248.65761
12,AU06_r_AU12_r,0.438234395056,1638497.25369
13,AU06_r_AU12_r,0.426521543655,1625934.87195
14,AU06_r_AU12_r,0.432713380941,1621334.46241
15,AU06_r_AU12_r,0.430946860111,1614288.49981
2,AU06_r_AU14_r,0.461727826853,1247727.77381
3,AU06_r_AU14_r,0.449634016577,1108315.516
4,AU06_r_AU14_r,0.437892894001,1160738.02252
5,AU06_r_AU14_r,0.436793920226,1197045.33479
6,AU06_r_AU14_r,0.436342619425,1189008.33414
7,AU06_r_AU14_r,0.435042165871,1199788.3928
8,AU06_r_AU14_r,0.431611993746,1201714.28099
9,AU06_r_AU14_r,0.435471486466,1210810.46073
10,AU06_r_AU14_r,0.429060972163,1216403.47206
11,AU06_r_AU14_r,0.428165904196,1215642.67574
12,AU06_r_AU14_r,0.427297558785,1207337.54243
13,AU06_r_AU14_r,0.43161561977,1219647.12557
14,AU06_r_AU14_r,0.42555124388,1213556.99978
15,AU06_r_AU14_r,0.430034156761,1217713.48229
2,AU06_r_AU15_r,0.553488566539,1571412.1813
3,AU06_r_AU15_r,0.495090388118,1313775.81485
4,AU06_r_AU15_r,0.526337130851,1471005.20521
5,AU06_r_AU15_r,0.494547229431,1478816.2481
6,AU06_r_AU15_r,0.511592571114,1544441.23279
7,AU06_r_AU15_r,0.520279541463,1527421.50242
8,AU06_r_AU15_r,0.499739486842,1578027.18656
9,AU06_r_AU15_r,0.50352417683,1575498.76502
10,AU06_r_AU15_r,0.492867703242,1600112.9672
11,AU06_r_AU15_r,0.500394297771,1627069.23739
12,AU06_r_AU15_r,0.486557436371,1627290.35693
13,AU06_r_AU15_r,0.488631885112,1649594.67691
14,AU06_r_AU15_r,0.495269358793,1664181.38008
15,AU06_r_AU15_r,0.499824302591,1671028.01002
2,AU06_r_AU17_r,0.41558920267,824322.369767
3,AU06_r_AU17_r,0.449206943174,1126854.87844
4,AU06_r_AU17_r,0.409132598029,1050957.92009
5,AU06_r_AU17_r,0.406042906303,1096183.17493
6,AU06_r_AU17_r,0.421563265745,1136785.67761
7,AU06_r_AU17_r,0.405933138012,1128146.81189
8,AU06_r_AU17_r,0.400659288464,1144461.26313
9,AU06_r_AU17_r,0.40617488119,1162176.22674
10,AU06_r_AU17_r,0.40793316265,1150747.8161
11,AU06_r_AU17_r,0.397710981187,1149880.48918
12,AU06_r_AU17_r,0.39342734987,1165339.73835
13,AU06_r_AU17_r,0.404576008243,1180432.20892
14,AU06_r_AU17_r,0.40436803789,1180844.63957
15,AU06_r_AU17_r,0.396899501047,1180385.54896
2,AU06_r_AU20_r,0.578955956352,2106448.04032
3,AU06_r_AU20_r,0.528571410372,2012280.82353
4,AU06_r_AU20_r,0.495453930792,1865910.51751
5,AU06_r_AU20_r,0.528878126287,1964036.59883
6,AU06_r_AU20_r,0.499433498232,1927919.21911
7,AU06_r_AU20_r,0.516653436418,2014440.14042
8,AU06_r_AU20_r,0.503178270583,2014641.77976
9,AU06_r_AU20_r,0.512880880559,1997322.45773
10,AU06_r_AU20_r,0.520656597398,2033122.64628
11,AU06_r_AU20_r,0.508573149854,2066020.24647
12,AU06_r_AU20_r,0.508840385072,2054457.98825
13,AU06_r_AU20_r,0.500124504726,2071212.02651
14,AU06_r_AU20_r,0.506175055114,2112645.8334
15,AU06_r_AU20_r,0.500440665175,2113969.2479
2,AU06_r_AU23_r,0.519284486373,1332050.83158
3,AU06_r_AU23_r,0.533500196714,1197096.00434
4,AU06_r_AU23_r,0.500839128271,1324315.44213
5,AU06_r_AU23_r,0.499738201071,1283027.44737
6,AU06_r_AU23_r,0.486747509431,1347926.27462
7,AU06_r_AU23_r,0.496541441864,1362327.43273
8,AU06_r_AU23_r,0.503736304857,1358857.6897
9,AU06_r_AU23_r,0.484544674023,1400814.13854
10,AU06_r_AU23_r,0.487160774017,1423599.53746
11,AU06_r_AU23_r,0.478440962603,1434993.21277
12,AU06_r_AU23_r,0.486933112074,1451179.3359
13,AU06_r_AU23_r,0.490773742354,1465167.18228
14,AU06_r_AU23_r,0.479544031323,1473973.54768
15,AU06_r_AU23_r,0.480057621887,1486666.53397
2,AU06_r_AU25_r,0.488025527109,1159160.33614
3,AU06_r_AU25_r,0.414274142126,1063194.25556
4,AU06_r_AU25_r,0.448787501488,1268047.66388
5,AU06_r_AU25_r,0.438428270142,1198267.84302
6,AU06_r_AU25_r,0.434041487462,1238900.48782
7,AU06_r_AU25_r,0.420559354046,1229359.09639
8,AU06_r_AU25_r,0.423475962593,1229830.06068
9,AU06_r_AU25_r,0.425226535456,1244164.66276
10,AU06_r_AU25_r,0.424852440742,1242334.88225
11,AU06_r_AU25_r,0.42589944163,1242420.54674
12,AU06_r_AU25_r,0.420009612534,1245909.98785
13,AU06_r_AU25_r,0.425114330767,1256702.2434
14,AU06_r_AU25_r,0.4258595015,1264825.68611
15,AU06_r_AU25_r,0.41805875481,1259037.81501
2,AU06_r_AU26_r,0.43918166353,946205.167934
3,AU06_r_AU26_r,0.460826949808,1135417.53471
4,AU06_r_AU26_r,0.430696990146,1115938.43333
5,AU06_r_AU26_r,0.426540397606,1113285.33964
6,AU06_r_AU26_r,0.434484387212,1127423.44498
7,AU06_r_AU26_r,0.425891320677,1153313.77728
8,AU06_r_AU26_r,0.431236332433,1152118.61258
9,AU06_r_AU26_r,0.429696885632,1170994.75272
10,AU06_r_AU26_r,0.415631803729,1162768.21649
11,AU06_r_AU26_r,0.421896589337,1160494.11824
12,AU06_r_AU26_r,0.427512263272,1171306.59559
13,AU06_r_AU26_r,0.424558951141,1188130.80082
14,AU06_r_AU26_r,0.421953213203,1194621.06464
15,AU06_r_AU26_r,0.422906459395,1198990.74366
2,AU06_r_AU45_r,0.490239159354,1126631.53783
3,AU06_r_AU45_r,0.521976016086,1210269.4059
